,user_id,item_id,term,length_of_stay_bucket,rate_plan,room_segment,n_people_bucket,weekend_stay
6829,6585,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
6830,6586,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
6831,6587,137,OffSeason,[2-3],Nonref,[160-260],[1-1],True
6832,96,55,OffSeason,[0-1],Nonref,[160-260],[5-inf],True
6833,50,249,LowSeason,[2-3],Standard,[260-360],[3-4],False
6834,6588,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
6835,6589,52,OffSeason,[2-3],Nonref,[160-260],[2-2],True
6836,6590,94,OffSeason,[4-7],Nonref,[160-260],[5-inf],True
6837,6591,14,OffSeason,[4-7],Standard,[160-260],[3-4],True
6838,6592,6,OffSeason,[2-3],Standard,[260-360],[5-inf],True
6839,6593,24,OffSeason,[4-7],Standard,[160-260],[2-2],True
6840,6594,254,OffSeason,[0-1],Nonref,[160-260],[3-4],True
6841,6167,382,OffSeason,[0-1],Standard,[160-260],[1-1],True
6842,3674,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
6843,6595,106,OffSeason,[4-7],Nonref,[260-360],[3-4],True
6844,6596,51,OffSeason,[4-7],Nonref,[160-260],[3-4],True
6845,6597,52,OffSeason,[2-3],Nonref,[160-260],[2-2],True
6846,5480,14,OffSeason,[4-7],Standard,[160-260],[3-4],True
6847,6598,21,OffSeason,[2-3],Standard,[160-260],[2-2],True
6848,6599,52,OffSeason,[2-3],Nonref,[160-260],[2-2],True
6849,6600,14,OffSeason,[4-7],Standard,[160-260],[3-4],True
6850,6601,58,OffSeason,[2-3],Nonref,[160-260],[5-inf],True
6851,6601,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
6852,6602,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
6853,6603,406,OffSeason,[0-1],Nonref,[160-260],[2-2],True
6854,6604,52,OffSeason,[2-3],Nonref,[160-260],[2-2],True
6855,6605,54,OffSeason,[2-3],Nonref,[160-260],[3-4],False
6856,6606,49,OffSeason,[0-1],Standard,[160-260],[2-2],True
6857,6607,563,MayLongWeekend,[4-7],Standard,[160-260],[5-inf],True
6858,6608,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
6859,6609,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
6860,6610,52,OffSeason,[2-3],Nonref,[160-260],[2-2],True
6861,6611,48,OffSeason,[2-3],Nonref,[160-260],[2-2],False
6862,6612,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
6863,6613,34,OffSeason,[2-3],Standard,[260-360],[3-4],False
6864,6614,238,OffSeason,[0-1],Standard,[160-260],[2-2],False
6865,6615,135,OffSeason,[4-7],Standard,[160-260],[5-inf],True
6866,6616,6,OffSeason,[2-3],Standard,[260-360],[5-inf],True
6867,6617,564,MayLongWeekend,[4-7],Standard,[160-260],[5-inf],False
6868,6618,50,OffSeason,[4-7],Nonref,[160-260],[2-2],True
6869,6619,374,OffSeason,[0-1],Nonref,[260-360],[5-inf],False
6870,6620,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
6871,6621,125,MayLongWeekend,[4-7],Nonref,[0-160],[2-2],True
6872,6622,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
6873,6623,27,Easter,[2-3],Standard,[160-260],[3-4],True
6874,6624,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
6875,4513,14,OffSeason,[4-7],Standard,[160-260],[3-4],True
6876,6625,14,OffSeason,[4-7],Standard,[160-260],[3-4],True
6877,6626,21,OffSeason,[2-3],Standard,[160-260],[2-2],True
6878,1774,36,OffSeason,[4-7],Standard,[160-260],[1-1],True
6879,6627,21,OffSeason,[2-3],Standard,[160-260],[2-2],True
6880,6628,76,HighSeason,[2-3],Nonref,[260-360],[5-inf],True
6881,6629,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
6882,6630,69,Easter,[2-3],Standard,[160-260],[2-2],True
6883,6630,27,Easter,[2-3],Standard,[160-260],[3-4],True
6884,6631,48,OffSeason,[2-3],Nonref,[160-260],[2-2],False
6885,6632,50,OffSeason,[4-7],Nonref,[160-260],[2-2],True
6886,6633,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
6887,6634,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
6888,6635,50,OffSeason,[4-7],Nonref,[160-260],[2-2],True
6889,6636,175,MayLongWeekend,[2-3],Nonref,[160-260],[3-4],False
6890,6049,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
6891,6637,62,OffSeason,[2-3],Standard,[0-160],[2-2],True
6892,5501,6,OffSeason,[2-3],Standard,[260-360],[5-inf],True
6893,6638,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
6894,6639,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
6895,6640,151,OffSeason,[4-7],Nonref,[160-260],[1-1],True
6896,6641,32,OffSeason,[2-3],Standard,[260-360],[2-2],True
6897,6643,92,HighSeason,[4-7],Standard,[260-360],[5-inf],True
6898,6644,406,OffSeason,[0-1],Nonref,[160-260],[2-2],True
6899,6645,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
6900,6646,98,OffSeason,[2-3],Nonref,[260-360],[5-inf],False
6901,6647,52,OffSeason,[2-3],Nonref,[160-260],[2-2],True
6902,6648,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
6903,6648,6,OffSeason,[2-3],Standard,[260-360],[5-inf],True
6904,6649,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
6905,6650,50,OffSeason,[4-7],Nonref,[160-260],[2-2],True
6906,6651,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
6907,6652,52,OffSeason,[2-3],Nonref,[160-260],[2-2],True
6908,6653,48,OffSeason,[2-3],Nonref,[160-260],[2-2],False
6909,6654,52,OffSeason,[2-3],Nonref,[160-260],[2-2],True
6910,6655,58,OffSeason,[2-3],Nonref,[160-260],[5-inf],True
6911,6656,11,LowSeason,[2-3],Standard,[160-260],[5-inf],True
6912,6657,182,OffSeason,[8-inf],Nonref,[160-260],[1-1],True
6913,6658,50,OffSeason,[4-7],Nonref,[160-260],[2-2],True
6914,6659,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
6915,1608,97,OffSeason,[2-3],Nonref,[160-260],[5-inf],False
6916,6660,77,OffSeason,[4-7],Standard,[0-160],[2-2],True
6917,6661,36,OffSeason,[4-7],Standard,[160-260],[1-1],True
6918,6662,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
6919,6663,192,MayLongWeekend,[2-3],Nonref,[160-260],[2-2],False
6920,6664,159,LowSeason,[2-3],Standard,[160-260],[3-4],True
6921,6665,52,OffSeason,[2-3],Nonref,[160-260],[2-2],True
6922,6666,223,MayLongWeekend,[2-3],Standard,[260-360],[5-inf],False
6923,6667,94,OffSeason,[4-7],Nonref,[160-260],[5-inf],True
6924,6668,18,MayLongWeekend,[4-7],Standard,[160-260],[3-4],True
6925,6669,65,OffSeason,[2-3],Nonref,[0-160],[2-2],True
6926,1,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
6927,6670,65,OffSeason,[2-3],Nonref,[0-160],[2-2],True
6928,6671,188,LowSeason,[4-7],Standard,[160-260],[5-inf],True
6929,3127,13,LowSeason,[8-inf],Standard,[160-260],[3-4],True
6930,6672,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
6931,96,48,OffSeason,[2-3],Nonref,[160-260],[2-2],False
6932,6673,25,OffSeason,[2-3],Standard,[260-360],[3-4],True
6933,6674,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
6934,6675,58,OffSeason,[2-3],Nonref,[160-260],[5-inf],True
6935,6676,52,OffSeason,[2-3],Nonref,[160-260],[2-2],True
6936,6677,75,HighSeason,[4-7],Nonref,[0-160],[2-2],True
6937,6678,117,MayLongWeekend,[2-3],Standard,[260-360],[5-inf],True
6938,6679,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
6939,6680,165,MayLongWeekend,[2-3],Nonref,[160-260],[5-inf],True
6940,6681,82,OffSeason,[2-3],Nonref,[260-360],[3-4],True
6941,6682,406,OffSeason,[0-1],Nonref,[160-260],[2-2],True
6942,6683,32,OffSeason,[2-3],Standard,[260-360],[2-2],True
6943,6684,506,Easter,[2-3],Standard,[260-360],[5-inf],False
6944,6685,52,OffSeason,[2-3],Nonref,[160-260],[2-2],True
6945,6686,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
6946,6687,24,OffSeason,[4-7],Standard,[160-260],[2-2],True
6947,6688,83,HighSeason,[4-7],Nonref,[160-260],[2-2],True
6948,6689,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
6949,6690,238,OffSeason,[0-1],Standard,[160-260],[2-2],False
6950,6691,52,OffSeason,[2-3],Nonref,[160-260],[2-2],True
6951,6692,52,OffSeason,[2-3],Nonref,[160-260],[2-2],True
6952,6693,166,LowSeason,[4-7],Nonref,[260-360],[5-inf],True
6953,5616,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
6954,6694,24,OffSeason,[4-7],Standard,[160-260],[2-2],True
6955,6695,52,OffSeason,[2-3],Nonref,[160-260],[2-2],True
6956,4030,17,OffSeason,[2-3],Standard,[160-260],[1-1],True
6957,6696,254,OffSeason,[0-1],Nonref,[160-260],[3-4],True
6958,6697,150,Easter,[2-3],Nonref,[160-260],[2-2],True
6959,6698,14,OffSeason,[4-7],Standard,[160-260],[3-4],True
6960,6699,137,OffSeason,[2-3],Nonref,[160-260],[1-1],True
6961,6700,21,OffSeason,[2-3],Standard,[160-260],[2-2],True
6962,6701,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
6963,6702,137,OffSeason,[2-3],Nonref,[160-260],[1-1],True
6964,6703,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
6965,6704,126,MayLongWeekend,[2-3],Standard,[160-260],[3-4],True
6966,5959,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
6967,6705,16,OffSeason,[4-7],Standard,[260-360],[5-inf],True
6968,6707,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
6969,6708,48,OffSeason,[2-3],Nonref,[160-260],[2-2],False
6970,6709,24,OffSeason,[4-7],Standard,[160-260],[2-2],True
6971,6710,208,MayLongWeekend,[4-7],Nonref,[160-260],[3-4],False
6972,6711,51,OffSeason,[4-7],Nonref,[160-260],[3-4],True
6973,6712,62,OffSeason,[2-3],Standard,[0-160],[2-2],True
6974,6713,82,OffSeason,[2-3],Nonref,[260-360],[3-4],True
6975,6714,171,Easter,[4-7],Nonref,[160-260],[2-2],True
6976,6715,50,OffSeason,[4-7],Nonref,[160-260],[2-2],True
6977,6716,94,OffSeason,[4-7],Nonref,[160-260],[5-inf],True
6978,1818,48,OffSeason,[2-3],Nonref,[160-260],[2-2],False
6979,6718,54,OffSeason,[2-3],Nonref,[160-260],[3-4],False
6980,6719,52,OffSeason,[2-3],Nonref,[160-260],[2-2],True
6981,6720,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
6982,6721,66,HighSeason,[4-7],Standard,[160-260],[3-4],True
6983,6722,52,OffSeason,[2-3],Nonref,[160-260],[2-2],True
6984,6722,58,OffSeason,[2-3],Nonref,[160-260],[5-inf],True
6985,6723,417,OffSeason,[0-1],Nonref,[260-360],[3-4],True
6986,6724,153,OffSeason,[0-1],Nonref,[160-260],[3-4],False
6987,6725,254,OffSeason,[0-1],Nonref,[160-260],[3-4],True
6988,6726,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
6989,6727,14,OffSeason,[4-7],Standard,[160-260],[3-4],True
6990,6648,6,OffSeason,[2-3],Standard,[260-360],[5-inf],True
6991,6728,68,OffSeason,[2-3],Nonref,[260-360],[5-inf],True
6992,6661,143,OffSeason,[0-1],Standard,[160-260],[1-1],False
6993,6729,78,OffSeason,[4-7],Nonref,[160-260],[3-4],False
6994,6730,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
6995,6731,18,MayLongWeekend,[4-7],Standard,[160-260],[3-4],True
6996,6732,14,OffSeason,[4-7],Standard,[160-260],[3-4],True
6997,6733,406,OffSeason,[0-1],Nonref,[160-260],[2-2],True
6998,5649,310,OffSeason,[0-1],Nonref,[260-360],[3-4],False
6999,6734,238,OffSeason,[0-1],Standard,[160-260],[2-2],False
7000,6735,52,OffSeason,[2-3],Nonref,[160-260],[2-2],True
7001,6736,414,OffSeason,[2-3],Standard,[260-360],[2-2],False
7002,6737,51,OffSeason,[4-7],Nonref,[160-260],[3-4],True
7003,6738,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
7004,6739,165,MayLongWeekend,[2-3],Nonref,[160-260],[5-inf],True
7005,1241,565,OffSeason,[0-1],Standard,[160-260],[5-inf],False
7006,6740,180,HighSeason,[2-3],Standard,[160-260],[3-4],False
7007,6741,25,OffSeason,[2-3],Standard,[260-360],[3-4],True
7008,6742,14,OffSeason,[4-7],Standard,[160-260],[3-4],True
7009,6743,80,HighSeason,[4-7],Standard,[160-260],[2-2],True
7010,6744,126,MayLongWeekend,[2-3],Standard,[160-260],[3-4],True
7011,6745,110,OffSeason,[0-1],Standard,[160-260],[3-4],False
7012,6746,24,OffSeason,[4-7],Standard,[160-260],[2-2],True
7013,6747,58,OffSeason,[2-3],Nonref,[160-260],[5-inf],True
7014,6748,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
7015,6749,50,OffSeason,[4-7],Nonref,[160-260],[2-2],True
7016,6750,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
7017,6751,363,LowSeason,[0-1],Standard,[260-360],[5-inf],True
7018,6752,52,OffSeason,[2-3],Nonref,[160-260],[2-2],True
7019,6753,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
7020,6754,68,OffSeason,[2-3],Nonref,[260-360],[5-inf],True
7021,6755,94,OffSeason,[4-7],Nonref,[160-260],[5-inf],True
7022,6756,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
7023,6757,18,MayLongWeekend,[4-7],Standard,[160-260],[3-4],True
7024,6758,71,OffSeason,[4-7],Nonref,[0-160],[2-2],True
7025,6759,48,OffSeason,[2-3],Nonref,[160-260],[2-2],False
7026,6760,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
7027,6761,25,OffSeason,[2-3],Standard,[260-360],[3-4],True
7028,6762,21,OffSeason,[2-3],Standard,[160-260],[2-2],True
7029,6763,379,OffSeason,[0-1],Nonref,[160-260],[2-2],False
7030,6764,37,OffSeason,[8-inf],Standard,[160-260],[2-2],True
7031,6765,68,OffSeason,[2-3],Nonref,[260-360],[5-inf],True
7032,6766,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
7033,6767,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
7034,6768,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
7035,6769,135,OffSeason,[4-7],Standard,[160-260],[5-inf],True
7036,6770,376,OffSeason,[0-1],Standard,[260-360],[5-inf],True
7037,6771,58,OffSeason,[2-3],Nonref,[160-260],[5-inf],True
7038,6771,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
7039,6772,45,Easter,[2-3],Nonref,[160-260],[3-4],True
7040,6773,145,LowSeason,[2-3],Standard,[260-360],[5-inf],True
7041,6774,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
7042,6775,61,OffSeason,[4-7],Nonref,[260-360],[5-inf],True
7043,6776,14,OffSeason,[4-7],Standard,[160-260],[3-4],True
7044,6777,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
7045,6779,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
7046,2277,50,OffSeason,[4-7],Nonref,[160-260],[2-2],True
7047,6780,52,OffSeason,[2-3],Nonref,[160-260],[2-2],True
7048,6433,31,OffSeason,[2-3],Standard,[160-260],[5-inf],True
7049,6745,238,OffSeason,[0-1],Standard,[160-260],[2-2],False
7050,6781,22,OffSeason,[2-3],Standard,[160-260],[2-2],False
7051,6782,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
7052,6783,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
7053,6784,54,OffSeason,[2-3],Nonref,[160-260],[3-4],False
7054,6785,101,HighSeason,[2-3],Standard,[160-260],[5-inf],True
7055,6787,51,OffSeason,[4-7],Nonref,[160-260],[3-4],True
7056,6788,21,OffSeason,[2-3],Standard,[160-260],[2-2],True
7057,6789,12,LowSeason,[4-7],Standard,[160-260],[3-4],True
7058,6790,563,MayLongWeekend,[4-7],Standard,[160-260],[5-inf],True
7059,6791,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
7060,6792,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
7061,6793,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
7062,6795,52,OffSeason,[2-3],Nonref,[160-260],[2-2],True
7063,6796,48,OffSeason,[2-3],Nonref,[160-260],[2-2],False
7064,6797,52,OffSeason,[2-3],Nonref,[160-260],[2-2],True
7065,6798,52,OffSeason,[2-3],Nonref,[160-260],[2-2],True
7066,6799,58,OffSeason,[2-3],Nonref,[160-260],[5-inf],True
7067,6800,274,LowSeason,[0-1],Standard,[160-260],[3-4],True
7068,6801,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
7069,6802,63,MayLongWeekend,[4-7],Nonref,[160-260],[2-2],True
7070,6804,87,Easter,[4-7],Standard,[160-260],[3-4],True
7071,6805,155,OffSeason,[2-3],Nonref,[160-260],[1-1],False
7072,3413,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
7073,6806,33,OffSeason,[2-3],Standard,[160-260],[3-4],False
7074,6807,52,OffSeason,[2-3],Nonref,[160-260],[2-2],True
7075,6808,54,OffSeason,[2-3],Nonref,[160-260],[3-4],False
7076,6809,52,OffSeason,[2-3],Nonref,[160-260],[2-2],True
7077,6810,52,OffSeason,[2-3],Nonref,[160-260],[2-2],True
7078,6811,55,OffSeason,[0-1],Nonref,[160-260],[5-inf],True
7079,6812,14,OffSeason,[4-7],Standard,[160-260],[3-4],True
7080,6813,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
7081,6814,22,OffSeason,[2-3],Standard,[160-260],[2-2],False
7082,6815,45,Easter,[2-3],Nonref,[160-260],[3-4],True
7083,6816,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
7084,6817,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
7085,6818,61,OffSeason,[4-7],Nonref,[260-360],[5-inf],True
7086,6819,50,OffSeason,[4-7],Nonref,[160-260],[2-2],True
7087,6820,254,OffSeason,[0-1],Nonref,[160-260],[3-4],True
7088,6821,25,OffSeason,[2-3],Standard,[260-360],[3-4],True
7089,6822,406,OffSeason,[0-1],Nonref,[160-260],[2-2],True
7090,5879,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
7091,6823,14,OffSeason,[4-7],Standard,[160-260],[3-4],True
7092,6824,173,Easter,[4-7],Standard,[160-260],[2-2],True
7093,6825,165,MayLongWeekend,[2-3],Nonref,[160-260],[5-inf],True
7094,6826,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
7095,6827,48,OffSeason,[2-3],Nonref,[160-260],[2-2],False
7096,6828,50,OffSeason,[4-7],Nonref,[160-260],[2-2],True
7097,6829,25,OffSeason,[2-3],Standard,[260-360],[3-4],True
7098,5983,17,OffSeason,[2-3],Standard,[160-260],[1-1],True
7099,6830,566,Easter,[0-1],Nonref,[260-360],[5-inf],False
7100,6831,6,OffSeason,[2-3],Standard,[260-360],[5-inf],True
7101,6832,21,OffSeason,[2-3],Standard,[160-260],[2-2],True
7102,6833,6,OffSeason,[2-3],Standard,[260-360],[5-inf],True
7103,6834,68,OffSeason,[2-3],Nonref,[260-360],[5-inf],True
7104,6835,254,OffSeason,[0-1],Nonref,[160-260],[3-4],True
7105,6836,221,LowSeason,[4-7],Standard,[260-360],[3-4],True
7106,6837,21,OffSeason,[2-3],Standard,[160-260],[2-2],True
7107,6838,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
7108,6839,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
7109,6840,406,OffSeason,[0-1],Nonref,[160-260],[2-2],True
7110,6841,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
7111,6842,142,LowSeason,[2-3],Nonref,[160-260],[2-2],True
7112,6843,151,OffSeason,[4-7],Nonref,[160-260],[1-1],True
7113,6842,52,OffSeason,[2-3],Nonref,[160-260],[2-2],True
7114,6842,52,OffSeason,[2-3],Nonref,[160-260],[2-2],True
7115,6844,52,OffSeason,[2-3],Nonref,[160-260],[2-2],True
7116,6845,24,OffSeason,[4-7],Standard,[160-260],[2-2],True
7117,6842,142,LowSeason,[2-3],Nonref,[160-260],[2-2],True
7118,6846,53,OffSeason,[4-7],Nonref,[160-260],[2-2],False
7119,6563,83,HighSeason,[4-7],Nonref,[160-260],[2-2],True
7120,6847,50,OffSeason,[4-7],Nonref,[160-260],[2-2],True
7121,6848,6,OffSeason,[2-3],Standard,[260-360],[5-inf],True
7122,6849,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
7123,96,254,OffSeason,[0-1],Nonref,[160-260],[3-4],True
7124,6850,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
7125,6842,68,OffSeason,[2-3],Nonref,[260-360],[5-inf],True
7126,6851,195,OffSeason,[4-7],Nonref,[260-360],[5-inf],False
7127,6852,417,OffSeason,[0-1],Nonref,[260-360],[3-4],True
7128,6853,21,OffSeason,[2-3],Standard,[160-260],[2-2],True
7129,3336,254,OffSeason,[0-1],Nonref,[160-260],[3-4],True
7130,6842,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
7131,6854,87,Easter,[4-7],Standard,[160-260],[3-4],True
7132,6855,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
7133,6856,107,HighSeason,[2-3],Standard,[260-360],[3-4],True
7134,6857,67,OffSeason,[2-3],Standard,[260-360],[5-inf],False
7135,6858,27,Easter,[2-3],Standard,[160-260],[3-4],True
7136,6859,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
7137,6860,24,OffSeason,[4-7],Standard,[160-260],[2-2],True
7138,6861,97,OffSeason,[2-3],Nonref,[160-260],[5-inf],False
7139,5547,50,OffSeason,[4-7],Nonref,[160-260],[2-2],True
7140,6862,71,OffSeason,[4-7],Nonref,[0-160],[2-2],True
7141,6863,62,OffSeason,[2-3],Standard,[0-160],[2-2],True
7142,6864,24,OffSeason,[4-7],Standard,[160-260],[2-2],True
7143,4058,125,MayLongWeekend,[4-7],Nonref,[0-160],[2-2],True
7144,6865,48,OffSeason,[2-3],Nonref,[160-260],[2-2],False
7145,6866,95,LowSeason,[4-7],Standard,[260-360],[5-inf],True
7146,6867,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
7147,6868,563,MayLongWeekend,[4-7],Standard,[160-260],[5-inf],True
7148,6869,45,Easter,[2-3],Nonref,[160-260],[3-4],True
7149,6870,129,MayLongWeekend,[2-3],Nonref,[160-260],[2-2],True
7150,6871,24,OffSeason,[4-7],Standard,[160-260],[2-2],True
7151,6872,128,MayLongWeekend,[2-3],Nonref,[160-260],[3-4],True
7152,6873,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
7153,6874,133,MayLongWeekend,[4-7],Nonref,[160-260],[3-4],True
7154,6875,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
7155,6876,14,OffSeason,[4-7],Standard,[160-260],[3-4],True
7156,6877,51,OffSeason,[4-7],Nonref,[160-260],[3-4],True
7157,6878,52,OffSeason,[2-3],Nonref,[160-260],[2-2],True
7158,6879,183,LowSeason,[4-7],Standard,[160-260],[2-2],True
7159,6880,24,OffSeason,[4-7],Standard,[160-260],[2-2],True
7160,6881,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
7161,6882,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
7162,4169,35,OffSeason,[2-3],Standard,[160-260],[1-1],False
7163,4170,35,OffSeason,[2-3],Standard,[160-260],[1-1],False
7164,6883,34,OffSeason,[2-3],Standard,[260-360],[3-4],False
7165,6884,50,OffSeason,[4-7],Nonref,[160-260],[2-2],True
7166,6885,415,OffSeason,[0-1],Standard,[160-260],[5-inf],True
7167,6885,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
7168,6885,49,OffSeason,[0-1],Standard,[160-260],[2-2],True
7169,6886,52,OffSeason,[2-3],Nonref,[160-260],[2-2],True
7170,6887,51,OffSeason,[4-7],Nonref,[160-260],[3-4],True
7171,6888,149,OffSeason,[2-3],Nonref,[260-360],[2-2],True
7172,6889,18,MayLongWeekend,[4-7],Standard,[160-260],[3-4],True
7173,96,51,OffSeason,[4-7],Nonref,[160-260],[3-4],True
7174,6890,97,OffSeason,[2-3],Nonref,[160-260],[5-inf],False
7175,6891,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
7176,6892,18,MayLongWeekend,[4-7],Standard,[160-260],[3-4],True
7177,6893,102,Easter,[4-7],Nonref,[160-260],[3-4],True
7178,6894,31,OffSeason,[2-3],Standard,[160-260],[5-inf],True
7179,6895,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
7180,6896,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
7181,6897,6,OffSeason,[2-3],Standard,[260-360],[5-inf],True
7182,6898,50,OffSeason,[4-7],Nonref,[160-260],[2-2],True
7183,6899,151,OffSeason,[4-7],Nonref,[160-260],[1-1],True
7184,573,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
7185,6900,63,MayLongWeekend,[4-7],Nonref,[160-260],[2-2],True
7186,6901,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
7187,6903,49,OffSeason,[0-1],Standard,[160-260],[2-2],True
7188,6904,58,OffSeason,[2-3],Nonref,[160-260],[5-inf],True
7189,6905,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
7190,6906,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
7191,6907,174,Easter,[2-3],Standard,[260-360],[5-inf],True
7192,6908,69,Easter,[2-3],Standard,[160-260],[2-2],True
7193,6909,159,LowSeason,[2-3],Standard,[160-260],[3-4],True
7194,6910,14,OffSeason,[4-7],Standard,[160-260],[3-4],True
7195,6911,24,OffSeason,[4-7],Standard,[160-260],[2-2],True
7196,249,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
7197,6912,65,OffSeason,[2-3],Nonref,[0-160],[2-2],True
7198,6913,105,Easter,[2-3],Nonref,[260-360],[5-inf],True
7199,6914,174,Easter,[2-3],Standard,[260-360],[5-inf],True
7200,6915,417,OffSeason,[0-1],Nonref,[260-360],[3-4],True
7201,1281,52,OffSeason,[2-3],Nonref,[160-260],[2-2],True
7202,6916,82,OffSeason,[2-3],Nonref,[260-360],[3-4],True
7203,6917,78,OffSeason,[4-7],Nonref,[160-260],[3-4],False
7204,6918,21,OffSeason,[2-3],Standard,[160-260],[2-2],True
7205,6919,20,OffSeason,[2-3],Standard,[160-260],[5-inf],False
7206,6920,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
7207,6921,21,OffSeason,[2-3],Standard,[160-260],[2-2],True
7208,6922,51,OffSeason,[4-7],Nonref,[160-260],[3-4],True
7209,6923,82,OffSeason,[2-3],Nonref,[260-360],[3-4],True
7210,6924,21,OffSeason,[2-3],Standard,[160-260],[2-2],True
7211,6925,48,OffSeason,[2-3],Nonref,[160-260],[2-2],False
7212,6926,142,LowSeason,[2-3],Nonref,[160-260],[2-2],True
7213,6927,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
7214,6928,82,OffSeason,[2-3],Nonref,[260-360],[3-4],True
7215,6930,567,Easter,[2-3],Standard,[160-260],[2-2],False
7216,5983,39,OffSeason,[2-3],Standard,[260-360],[1-1],True
7217,6931,159,LowSeason,[2-3],Standard,[160-260],[3-4],True
